2026.05.19 - 12.39.46

creationTime:Wed Apr 01 00:00:00 UTC 2026-Wed Apr 01 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Input	 2026-04-01 00:00:11.893	 FF	 ANA2914	 [DRZZZQZX]	 DRZZZQZX	 311159	 EDDFETHX	  	 ANA2914	 349.1775001611.0	 	  	 FPL	   	   	   	 (FPL-ETH3848-IS-B77L/H-SDE1E3FGHIJ1J2J3J4J5J7LM1OP1P2P3RVWXY/HB1D1-FAOR0230-N0495F320 DCT VASUR UZ21 ITROL UQ25 RUDAS UT941 ANIPO/N0492F340 UT941 VNA/M083F340 UG853 OPAPO/N0493F340 DCT TETUX/M083F340 DCT 01S005E DCT GANBI/N0487F360 UY149 BUMBO DCT ANUVO UP685 BKO/N0487F350 UB727 SEPAT SEPAT2G-GABS0708 DFFD-PBN/A1B1C1D1L1O1S2 SUR/EGPWS WXRD RSP180 DOF/260401 REG/ETAWE EET/FBGR0020 FYWF0114 FNAN0117 VNA0246 OPAPO0301 TETUX0316 FCCC0323 DGAC0354 01S005E0409 GANBI0457 DIII0536 DRRR0559 GOOO0603 SEL/CSFL CODE/040168 OPR/ETHIOPIAN AIRLINES PER/D RALT/FZQA FOOL RVR/075 RMK/TCAS CARGO OPS)
Output	 2026-04-01 00:00:11.898	 FF	 ANA2914	 [DRRNYDYX  DRRNZPZX]	 DRRNYDYX	 311159	 EDDFETHX	 ASS_LOCALE	 PNC002	 349.1775001611.0	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:00:11.899	 FF	 ANA2914	 [DRRRZQZX]	 DRRRZQZX	 311159	 EDDFETHX	 CCR_OUEST	 ZQN007	 349.1775001611.0	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:00:11.9	 FF	 ANA2914	 [DRRNZTZX]	 DRRNZTZX	 311159	 EDDFETHX	 TWR	 ZTN002	 349.1775001611.0	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:00:14.693	 FF	 ANA2915	 [DBBBFPLX  DGACFPLX  DIIIZQZX]	 DBBBFPLX	 311159	 EDDFETHX	  	 ANA2915	 349.1775001614.2	 	  	 FPL	   	   	   	 (FPL-ETH3848-IS-B77L/H-SDE1E3FGHIJ1J2J3J4J5J7LM1OP1P2P3RVWXY/HB1D1-FAOR0230-N0495F320 DCT VASUR UZ21 ITROL UQ25 RUDAS UT941 ANIPO/N0492F340 UT941 VNA/M083F340 UG853 OPAPO/N0493F340 DCT TETUX/M083F340 DCT 01S005E DCT GANBI/N0487F360 UY149 BUMBO DCT ANUVO UP685 BKO/N0487F350 UB727 SEPAT SEPAT2G-GABS0708 DFFD-PBN/A1B1C1D1L1O1S2 SUR/EGPWS WXRD RSP180 DOF/260401 REG/ETAWE EET/FBGR0020 FYWF0114 FNAN0117 VNA0246 OPAPO0301 TETUX0316 FCCC0323 DGAC0354 01S005E0409 GANBI0457 DIII0536 DRRR0559 GOOO0603 SEL/CSFL CODE/040168 OPR/ETHIOPIAN AIRLINES PER/D RALT/FZQA FOOL RVR/075 RMK/TCAS CARGO OPS)
Output	 2026-04-01 00:00:14.699	 FF	 ANA2915	 [DGACFPLX]	 DGACFPLX	 311159	 EDDFETHX	 ACCRA	 NGA003	 349.1775001614.2	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:00:24.167	 FF	 349.1775001611.0	 [DBBBZRZX  DFFDZPCX  DFFDZPZX  DFFDZQZX  DFFDZTZX  DFFFZOUA  DFFFZQZX  DXXXZQZX  GOOVXKXX]	 DBBBZRZX	 311159	 EDDFETHX	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000023Z-0005:previd=349.1775001611.0	 349.1775001611.0	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:00:26.304	 FF	 349.1775001614.2	 [DBBBFPLX  DIIIZQZX]	 DBBBFPLX	 311159	 EDDFETHX	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000026Z-0007:previd=349.1775001614.2	 349.1775001614.2	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:01:01.441	 FF	 349.1775001611.0	 [DRRNYDYX  DRRNZPZX  DRRRFDPB  DRRRFDPI]	 DRRNYDYX	 311159	 EDDFETHX	 TOPSKY-ATC	 SLT0002	 349.1775001611.0	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:01:11.277	 FF	 384.1775001243.210	 [CYSJAENX]	 CYSJAENX	 311154	 FTTTFDPA	 ALGER	 NAA0011	 316.1775001671.1	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:05.243	 FF	 384.1775001244.220	 [KIADMHYA  CYSJAENX]	 KIADMHYA	 311154	 FTTTFDPA	 ALGER	 NAA0015	 316.1775001725.2	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:05.34	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000016Z-6040	 [DRRRFDPB]	 DRRRFDPB	 011202	 GQNOFDPA	 TOPSKY-ATC	 SLT0013	 384.1775001725.144	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:06.848	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000017Z-6042	 [DRRRFDPB]	 DRRRFDPB	 011202	 GQNOFDPA	 TOPSKY-ATC	 SLT0014	 384.1775001726.147	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:07.454	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000016Z-6040	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 GQNOFDPA	 ALGER	 NAA0016	 384.1775001725.144	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:08.052	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000016Z-6041	 [DRRRFDPB]	 DRRRFDPB	 011202	 GQNOFDPA	 TOPSKY-ATC	 SLT0015	 384.1775001728.154	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:09.354	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000017Z-6042	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 GQNOFDPA	 ALGER	 NAA0017	 384.1775001726.147	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:14.186	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000206Z-1648	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DGACZQZX	 ALGER	 NAA0020	 384.1775001727.150	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:15.674	 FF	 /PRMD=GQ/ADMD=ICAO/C=XX/;MTCU-GQNO-1-20260401000016Z-6041	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 GQNOFDPA	 ALGER	 NAA0021	 384.1775001728.154	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:17.575	 FF	 316.1775001725.2	 [KIADMHYA  CYSJAENX]	 KIADMHYA	 311154	 FTTTFDPA	 ALGER	 NAA0022	 316.1775001731.3	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:20.315	 FF	 384.1775001727.150	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DGACZQZX	 ALGER	 NAA0024	 316.1775001739.5	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:30.016	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000228Z-1649	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DFFDFDPA	 ALGER	 NAA0026	 384.1775001750.183	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:31.216	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000228Z-1650	 [DRRRFDPB]	 DRRRFDPB	 011202	 DFFDFDPA	 TOPSKY-ATC	 SLT0017	 384.1775001751.187	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:33.178	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000228Z-1650	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DFFDFDPA	 ALGER	 NAA0027	 384.1775001751.187	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:36.333	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000234Z-1652	 [DRRRFDPB]	 DRRRFDPB	 011202	 DFFDFDPA	 TOPSKY-ATC	 SLT0018	 384.1775001756.199	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:36.341	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000233Z-1651	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DFFDFDPA	 ALGER	 NAA0028	 384.1775001755.195	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:39.504	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000234Z-1652	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DFFDFDPA	 ALGER	 NAA0029	 384.1775001756.199	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:42.668	 FF	 316.1775001281.11	 [KIADMHYA]	 KIADMHYA	 311154	 FTTTFDPA	 ALGER	 NAA0030	 316.1775001760.6	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:02:46.141	 FF	 384.1775001751.187	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011202	 DFFDFDPA	 ALGER	 NAA0031	 316.1775001761.7	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:47.423	 FF	 341.1775001767.25	 [GQNNFDPA]	 GQNNFDPA	 011202	 DRRRFDPB	  	 LST3291	 341.1775001767.25	 	  	 FPL	   	   	   	 (FPL-AFR863/A5335-IS-A332/H-SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1-DXXX2230-N0471F380 AMSOM2S AMSOM OG UR866 NUSUR/N0467F400 UR866 BULIS/N0460F400 DCT MABAP UR722 SAK UG5 KORIS/N0466F390 DCT SVL/N0463F380 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0448F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0633 LFPO-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/1FANSP2PDC CPDLCX SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGZCK EET/DRRR0045 SEL/HLEQ CODE/39644A RVR/100 OPR/AFR PER/C RALT/GOBD RMK/ACAS TCAS OVERFLT PERM)
Output	 2026-04-01 00:02:47.437	 FF	 341.1775001767.25	 [GQNNFDPA]	 GQNNFDPA	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000247Z-0035:previd=341.1775001767.25	 341.1775001767.25	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:47.492	 FF	 341.1775001767.26	 [GQNNFDPB]	 GQNNFDPB	 011202	 DRRRFDPB	  	 LST3292	 341.1775001767.26	 	  	 FPL	   	   	   	 (FPL-AFR863/A5335-IS-A332/H-SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1-DXXX2230-N0471F380 AMSOM2S AMSOM OG UR866 NUSUR/N0467F400 UR866 BULIS/N0460F400 DCT MABAP UR722 SAK UG5 KORIS/N0466F390 DCT SVL/N0463F380 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0448F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0633 LFPO-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/1FANSP2PDC CPDLCX SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGZCK EET/DRRR0045 SEL/HLEQ CODE/39644A RVR/100 OPR/AFR PER/C RALT/GOBD RMK/ACAS TCAS OVERFLT PERM)
Output	 2026-04-01 00:02:47.501	 FF	 341.1775001767.26	 [GQNNFDPB]	 GQNNFDPB	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000247Z-0036:previd=341.1775001767.26	 341.1775001767.26	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:47.566	 FF	 341.1775001767.27	 [GQNNZQZX]	 GQNNZQZX	 011202	 DRRRFDPB	  	 LST3293	 341.1775001767.27	 	  	 FPL	   	   	   	 (FPL-AFR863/A5335-IS-A332/H-SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1-DXXX2230-N0471F380 AMSOM2S AMSOM OG UR866 NUSUR/N0467F400 UR866 BULIS/N0460F400 DCT MABAP UR722 SAK UG5 KORIS/N0466F390 DCT SVL/N0463F380 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0448F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0633 LFPO-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/1FANSP2PDC CPDLCX SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGZCK EET/DRRR0045 SEL/HLEQ CODE/39644A RVR/100 OPR/AFR PER/C RALT/GOBD RMK/ACAS TCAS OVERFLT PERM)
Output	 2026-04-01 00:02:47.578	 FF	 341.1775001767.27	 [GQNNZQZX]	 GQNNZQZX	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000247Z-0037:previd=341.1775001767.27	 341.1775001767.27	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:47.647	 FF	 341.1775001767.28	 [GQNNZIZX]	 GQNNZIZX	 011202	 DRRRFDPB	  	 LST3294	 341.1775001767.28	 	  	 FPL	   	   	   	 (FPL-AFR863/A5335-IS-A332/H-SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1-DXXX2230-N0471F380 AMSOM2S AMSOM OG UR866 NUSUR/N0467F400 UR866 BULIS/N0460F400 DCT MABAP UR722 SAK UG5 KORIS/N0466F390 DCT SVL/N0463F380 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0448F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0633 LFPO-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/1FANSP2PDC CPDLCX SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGZCK EET/DRRR0045 SEL/HLEQ CODE/39644A RVR/100 OPR/AFR PER/C RALT/GOBD RMK/ACAS TCAS OVERFLT PERM)
Output	 2026-04-01 00:02:47.66	 FF	 341.1775001767.28	 [GQNNZIZX]	 GQNNZIZX	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000247Z-0038:previd=341.1775001767.28	 341.1775001767.28	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:56.975	 FF	 341.1775001776.30	 [GQNNFDPA]	 GQNNFDPA	 011202	 DRRRFDPB	  	 LST3296	 341.1775001776.30	 	  	 FPL	   	   	   	 (FPL-AFR989/A5316-IS-B772/H-SWYDE2E3FGHIJ3J5M1P2RXZ/LB1D1-FOOL2220-N0493F360 USMOL1N USMOL UG856 BIPIV/N0494F360 UG856 LAG UR984 OPALA/N0494F360 DCT KILMO UR984 TAMIL UR984 OXIDU UR984 OG UR866 ONIMI/N0487F380 UR866 BULIS/N0478F380 DCT MABAP UR722 SAK UG5 VAGNO/N0483F390 UG5 KORIS DCT SVL/N0483F400 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0492F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0725 LFPO-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FAN SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGSPE EET/DXXX0010 DGAC0114 DRRR0149 SEL/EJBH CODE/3949E4 RVR/075 OPR/AFR PER/C RALT/DXXX GMAD RMK/ACAS TCAS OVERFLT PERM NBR GQ BLP)
Output	 2026-04-01 00:02:56.994	 FF	 341.1775001776.30	 [GQNNFDPA]	 GQNNFDPA	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000256Z-0041:previd=341.1775001776.30	 341.1775001776.30	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:57.037	 FF	 341.1775001777.31	 [GQNNFDPB]	 GQNNFDPB	 011202	 DRRRFDPB	  	 LST3297	 341.1775001777.31	 	  	 FPL	   	   	   	 (FPL-AFR989/A5316-IS-B772/H-SWYDE2E3FGHIJ3J5M1P2RXZ/LB1D1-FOOL2220-N0493F360 USMOL1N USMOL UG856 BIPIV/N0494F360 UG856 LAG UR984 OPALA/N0494F360 DCT KILMO UR984 TAMIL UR984 OXIDU UR984 OG UR866 ONIMI/N0487F380 UR866 BULIS/N0478F380 DCT MABAP UR722 SAK UG5 VAGNO/N0483F390 UG5 KORIS DCT SVL/N0483F400 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0492F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0725 LFPO-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FAN SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGSPE EET/DXXX0010 DGAC0114 DRRR0149 SEL/EJBH CODE/3949E4 RVR/075 OPR/AFR PER/C RALT/DXXX GMAD RMK/ACAS TCAS OVERFLT PERM NBR GQ BLP)
Output	 2026-04-01 00:02:57.046	 FF	 341.1775001777.31	 [GQNNFDPB]	 GQNNFDPB	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000257Z-0042:previd=341.1775001777.31	 341.1775001777.31	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:57.113	 FF	 341.1775001777.32	 [GQNNZQZX]	 GQNNZQZX	 011202	 DRRRFDPB	  	 LST3298	 341.1775001777.32	 	  	 FPL	   	   	   	 (FPL-AFR989/A5316-IS-B772/H-SWYDE2E3FGHIJ3J5M1P2RXZ/LB1D1-FOOL2220-N0493F360 USMOL1N USMOL UG856 BIPIV/N0494F360 UG856 LAG UR984 OPALA/N0494F360 DCT KILMO UR984 TAMIL UR984 OXIDU UR984 OG UR866 ONIMI/N0487F380 UR866 BULIS/N0478F380 DCT MABAP UR722 SAK UG5 VAGNO/N0483F390 UG5 KORIS DCT SVL/N0483F400 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0492F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0725 LFPO-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FAN SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGSPE EET/DXXX0010 DGAC0114 DRRR0149 SEL/EJBH CODE/3949E4 RVR/075 OPR/AFR PER/C RALT/DXXX GMAD RMK/ACAS TCAS OVERFLT PERM NBR GQ BLP)
Output	 2026-04-01 00:02:57.123	 FF	 341.1775001777.32	 [GQNNZQZX]	 GQNNZQZX	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000257Z-0043:previd=341.1775001777.32	 341.1775001777.32	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:02:57.175	 FF	 341.1775001777.33	 [GQNNZIZX]	 GQNNZIZX	 011202	 DRRRFDPB	  	 LST3299	 341.1775001777.33	 	  	 FPL	   	   	   	 (FPL-AFR989/A5316-IS-B772/H-SWYDE2E3FGHIJ3J5M1P2RXZ/LB1D1-FOOL2220-N0493F360 USMOL1N USMOL UG856 BIPIV/N0494F360 UG856 LAG UR984 OPALA/N0494F360 DCT KILMO UR984 TAMIL UR984 OXIDU UR984 OG UR866 ONIMI/N0487F380 UR866 BULIS/N0478F380 DCT MABAP UR722 SAK UG5 VAGNO/N0483F390 UG5 KORIS DCT SVL/N0483F400 DCT HIJ DCT RUSEM DCT SOTUK DCT USOKO DCT TLD DCT SIE DCT EDIGO DCT DGO L176 LUSEM DCT LULUT DCT POI/N0492F300 DCT PEPAX UT182 KEPER KEPER9E-LFPG0725 LFPO-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FAN SUR/260B RSP180 CANMANDATE DOF/260331 REG/FGSPE EET/DXXX0010 DGAC0114 DRRR0149 SEL/EJBH CODE/3949E4 RVR/075 OPR/AFR PER/C RALT/DXXX GMAD RMK/ACAS TCAS OVERFLT PERM NBR GQ BLP)
Output	 2026-04-01 00:02:57.186	 FF	 341.1775001777.33	 [GQNNZIZX]	 GQNNZIZX	 011202	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401000257Z-0044:previd=341.1775001777.33	 341.1775001777.33	 	  	 FPL	   	   	   	   
Input	 2026-04-01 00:03:04.631	 FF	 ANA0013	 [DNKKZQZX  DNMMZTZX]	 DNKKZQZX	 011202	 EKBICPUF	  	 ANA0013	 349.1775001784.32	 	  	 FPL	   	   	   	 (FPL-PVV8642-IN-B742/H-SDFGHIRWY/LB1-HKMO0400-N0515F280 EVIDI2A GADLA UL434 ASOLE UT913 GABSO UL445 NV UL433 BUT/N0510F300UL433 EDGOT EDGOT1N-DNMM0449 DXXX -PBN/A1B1O1 DOF/260401 REG/ERBAR EET/HUEC0059 FZZA0124 FCCC0246DNKK0356 SEL/KMFG OPR/FLY PRO ORGN/KDBQXAAG RALT/HKMO FZIC DNMMRMK/TCAS 7 1 EQUIPPED PHONE 0097143715005 GCAPVV0726 HKMO DEP KCAAASL 2026001657 UGANDA CAA UGA 20260329 946J DROC AAC S 0619 063326AAC S 0619 0633 26 CENTRAL AFRICA REP ANAC CSOV MAR13 23F609206 REPOF CONGO BRAZ 0626 O ANAC DG DTA SRTA 26 CAMEROON 0514 CCAA DG SEGCDNMM LDG AA0029 26031340)
Output	 2026-04-01 00:03:04.637	 FF	 ANA0013	 [DNKKZQZX]	 DNKKZQZX	 011202	 EKBICPUF	 KANO	 NKA014	 349.1775001784.32	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:30.188	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000327Z-1657	 [DRRRFDPB]	 DRRRFDPB	 011203	 DFFDFDPA	 TOPSKY-ATC	 SLT0027	 384.1775001810.302	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:32.39	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000327Z-1656	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0039	 384.1775001808.298	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:35.667	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000327Z-1657	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0040	 384.1775001810.302	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:35.91	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000332Z-1659	 [DRRRFDPB]	 DRRRFDPB	 011203	 DFFDFDPA	 TOPSKY-ATC	 SLT0028	 384.1775001815.323	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:38.944	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000332Z-1658	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0041	 384.1775001813.316	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:42.222	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000332Z-1659	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0042	 384.1775001815.323	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:03:46.544	 FF	 ANA0013	 [DNMMZTZX]	 DNMMZTZX	 011202	 EKBICPUF	 LAGOS	 ALR040	 349.1775001784.32	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:02.39	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000400Z-1664	 [DRRRFDPB]	 DRRRFDPB	 011203	 DFFDFDPA	 TOPSKY-ATC	 SLT0032	 384.1775001842.376	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:03.532	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000359Z-1663	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0047	 384.1775001841.372	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:06.305	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000400Z-1664	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011203	 DFFDFDPA	 ALGER	 NAA0048	 384.1775001842.376	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:07.799	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000405Z-1666	 [DRRRFDPB]	 DRRRFDPB	 011204	 DFFDFDPA	 TOPSKY-ATC	 SLT0033	 384.1775001847.385	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:09.076	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000405Z-1665	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011204	 DFFDFDPA	 ALGER	 NAA0049	 384.1775001846.381	 	  	 FPL	   	   	   	   
Output	 2026-04-01 00:04:11.848	 FF	 /PRMD=DF/ADMD=ICAO/C=XX/;MTCU-DFFF-1-20260401000405Z-1666	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 011204	 DFFDFDPA	 ALGER	 NAA0050	 384.1775001847.385	 	  	 FPL	   	   	   	   
