2026.05.19 - 13.53.38

creationTime:Fri Apr 03 00:00:00 UTC 2026-Fri Apr 03 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-03 00:00:39.333	 FF	 341.1775174437.1481	 [FTTTZQZX]	 FTTTZQZX	 021158	 DRRNZPZX	 MTA-FCCC-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403000037Z-3066	 ac8DJQA1KrX6	 	 MTCU-DRRR-1-20260403000037Z-3066:previd=341.1775174437.1481*/OU=DRRNZPZX/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:23:59.588	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305234900042963	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 030523	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305234900042963	 ac9O5wBL2x0A	 	 SLCAMHS040305234900042949*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:23:59.702	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305381800044352	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 030538	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305381800044352	 ac9SSwBMiSoA	 	 SLCAMHS040305381800044330*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:23:59.826	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305590200046161	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 030558	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040305590200046161	 ac9XLAAa-2AA	 	 SLCAMHS040305590200046130*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:23:59.847	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040306550900049579	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 030655	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040306550900049579	 ac9kTwCgo1AA	 	 SLCAMHS040306550900049533*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:23:59.924	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307075700050460	 [/OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/]	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 030707	 LTBATHYQ	 /OU=DRRRZIZXA/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307075700050460	 ac9nTwBbLiEA	 	 SLCAMHS040307075700050405*/OU=LTBATHYQ/O=AFTN/PRMD=SITA/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:24:57.38	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30E8835F54ED1	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 030724	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30E8835F54ED1	 ac9rSQAP2Eja	 	 LOC-ID:00E30E8835F54F64*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-APK7770-IS<CR><LF>-B733/M-SDHW/C<CR><LF>-DIAP0830<CR><LF>-N0436F360 AD ARLIX UR979 ERIDI ERID1V<CR><LF>-GOBD0222 GBYD<CR><LF>-REG/5NBUL EET/GLRB0046 GOOO0142 OPR/AIR PEACE LTC)
Output	 2026-04-03 07:24:57.479	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30E8835F54ED1	 [CYSJAENX]	 CYSJAENX	 030724	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30E8835F54ED1	 ac9rSQAP2Eja	 	 LOC-ID:00E30E8835F54F64*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:25:36.096	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307253300051355	 [DNAAZTZX  DNKKZQZX  DNMMZPZX]	 DNAAZTZX	 030725	 KAUSFFLX	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307253300051355	 ac9rcAAfKRBv	 	 SLCAMHS040307253300051294*/OU=KAUSFFLX/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-5NZJA-IG<CR><LF>-H25B/M-SDFGHIR/S<CR><LF>-DNMM0735<CR><LF>-N0290F310 DCT UDANI DCT KELIG W951 MESES DCT<CR><LF>-DNAA0102<CR><LF>-PBN/B1C2D3 DOF/260403 REG/5NZJA OPR/ZJETS AIR ORGN/KAUSFFLX)
Output	 2026-04-03 07:25:36.231	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307253300051355	 [DNAAZTZX]	 DNAAZTZX	 030725	 KAUSFFLX	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040307253300051355	 ac9rcAAfKRBv	 	 SLCAMHS040307253300051294*/OU=KAUSFFLX/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:28:08.79	 FF	 349.1775201287.1222	 [GOOVXKXX]	 GOOVXKXX	 030727	 EDDFETHX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403072807Z-1042	 ac9sBwCVR0oS	 	 MTCU-DRRR-1-20260403072807Z-1042:previd=349.1775201287.1222*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:28:09.056	 FF	 349.1775201287.1222	 [DFFDZPCX]	 DFFDZPCX	 030727	 EDDFETHX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403072807Z-1042	 ac9sBwCVR0oS	 	 MTCU-DRRR-1-20260403072807Z-1042:previd=349.1775201287.1222*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:28:12.661	 FF	 349.1775201287.1222	 [DXXXZQZX]	 DXXXZQZX	 030727	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403072807Z-1042	 ac9sBwCVR0oS	 	 MTCU-DRRR-1-20260403072807Z-1042:previd=349.1775201287.1222*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:28:24.483	 FF	 349.1775201287.1222	 [DBBBFPLX]	 DBBBFPLX	 030727	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403072807Z-1042	 ac9sBwCVR0oS	 	 MTCU-DRRR-1-20260403072807Z-1042:previd=349.1775201287.1222*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:28:54.577	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E8844085A4B	 [GOOVXKXX]	 GOOVXKXX	 030727	 KAUSFFLX	  	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E8844085A4B	 ac9sNgA2w3Cj	 	 LOC-ID:00E30E8844085AA3*/OU=KAUSFFLX/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-CXB767-IN<CR><LF>-B762/H-SDFGHIJ5M1P2RWXYZ/LB1D1<CR><LF>-FZAA0115<CR><LF>-N0467F380 BZ4A BZ UA403 DINTA/N0460F410 UR778 TONBA R778 DITAR M720<CR><LF>CVO DCT<CR><LF>-HECA0513 HEGN<CR><LF>-PBN/A1B2B3B4B5D1L1S2 COM/SAT PHONE 14102166543 DAT/CPDLCX SUR/RSP180<CR><LF>CANMANDATE DOF/260404 REG/P4CLA EET/FCCC0005 FTTT0139 HLLL0334<CR><LF>HECC0423 SEL/GRAB CODE/484361 RVR/200 OPR/COMLUX ARUBA NV OCC PH<CR><LF>0035623850 380 ORGN/KAUSFFLX PER/C RALT/FCBB HECA RMK/DRC<CR><LF>AACSA1052115826 CONGO 0024ODGDNASTA CAMEROON 0023CCAADGSEGC CAR<CR><LF>01626DGACMDNA CHAD 0017ADACDGDTADRTA NIGER NEV262167U LIBYA<CR><LF>OVG260304040062<CR><LF>-E/0811 P/9 R/UVE S/M J/L D/4 250 C SILVER<CR><LF>A/WHITE WITH MARKINGS BLUE SILVER<CR><LF>C/FINN HANSEN OMDW)
Output	 2026-04-03 07:28:55.957	 FF	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E8844085A4B	 [GOOVXKXX]	 GOOVXKXX	 030727	 KAUSFFLX	 MTA-GOOO-1	 /PRMD=ANGOLA/ADMD=ICAO/C=XX/;LUANDA-MTA-MTCU:00E30E8844085A4B	 ac9sNgA2w3Cj	 	 LOC-ID:00E30E8844085AA3*/OU=KAUSFFLX/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:31:28.482	 FF	 349.1775201487.1231	 [DIAPYDYX]	 DIAPYDYX	 030731	 LFXOYXYX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073127Z-1053	 ac9szwCVR4Md	 	 MTCU-DRRR-1-20260403073127Z-1053:previd=349.1775201487.1231*/CN=LFXOYXYX/OU=LFXO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:31:53.741	 FF	 341.1775201512.324	 [GQNNFDPA]	 GQNNFDPA	 030731	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073152Z-1056	 ac9s6ACVR4og	 	 MTCU-DRRR-1-20260403073152Z-1056:previd=341.1775201512.324*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:31:54.789	 FF	 341.1775201512.326	 [GQNNZQZX]	 GQNNZQZX	 030731	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073152Z-1058	 ac9s6ACVR6oi	 	 MTCU-DRRR-1-20260403073152Z-1058:previd=341.1775201512.326*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:31:55.826	 FF	 341.1775201512.327	 [GQNNZIZX]	 GQNNZIZX	 030731	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073152Z-1059	 ac9s6ACVR7oj	 	 MTCU-DRRR-1-20260403073152Z-1059:previd=341.1775201512.327*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:31:56.997	 FF	 341.1775201512.325	 [GQNNFDPB]	 GQNNFDPB	 030731	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073152Z-1057	 ac9s6ACVR5oh	 	 MTCU-DRRR-1-20260403073152Z-1057:previd=341.1775201512.325*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:32:26.044	 FF	 341.1775201544.329	 [GQNNFDPA]	 GQNNFDPA	 030732	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073224Z-1062	 ac9tCACVR8Mm	 	 MTCU-DRRR-1-20260403073224Z-1062:previd=341.1775201544.329*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:32:26.375	 FF	 341.1775201545.330	 [GQNNFDPB]	 GQNNFDPB	 030732	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073225Z-1063	 ac9tCQCVRwgn	 	 MTCU-DRRR-1-20260403073225Z-1063:previd=341.1775201545.330*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:32:27.103	 FF	 341.1775201545.331	 [GQNNZQZX]	 GQNNZQZX	 030732	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073225Z-1064	 ac9tCQCVRxYo	 	 MTCU-DRRR-1-20260403073225Z-1064:previd=341.1775201545.331*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:32:27.453	 FF	 341.1775201545.332	 [GQNNZIZX]	 GQNNZIZX	 030732	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073225Z-1065	 ac9tCQCVRyMp	 	 MTCU-DRRR-1-20260403073225Z-1065:previd=341.1775201545.332*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:21.276	 FF	 341.1775201600.335	 [GQNNFDPA]	 GQNNFDPA	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073320Z-1069	 ac9tQACVRywt	 	 MTCU-DRRR-1-20260403073320Z-1069:previd=341.1775201600.335*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:21.605	 FF	 341.1775201600.336	 [GQNNFDPB]	 GQNNFDPB	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073320Z-1070	 ac9tQACVRzgu	 	 MTCU-DRRR-1-20260403073320Z-1070:previd=341.1775201600.336*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:22.328	 FF	 341.1775201600.337	 [GQNNZQZX]	 GQNNZQZX	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073320Z-1071	 ac9tQACVR0Uv	 	 MTCU-DRRR-1-20260403073320Z-1071:previd=341.1775201600.337*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:22.674	 FF	 341.1775201600.338	 [GQNNZIZX]	 GQNNZIZX	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073320Z-1072	 ac9tQACVR1Iw	 	 MTCU-DRRR-1-20260403073320Z-1072:previd=341.1775201600.338*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:34.394	 FF	 341.1775201613.340	 [GQNNFDPA]	 GQNNFDPA	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073333Z-1074	 ac9tTQCVR0Ey	 	 MTCU-DRRR-1-20260403073333Z-1074:previd=341.1775201613.340*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:34.718	 FF	 341.1775201613.341	 [GQNNFDPB]	 GQNNFDPB	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073333Z-1075	 ac9tTQCVR1Ez	 	 MTCU-DRRR-1-20260403073333Z-1075:previd=341.1775201613.341*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:35.444	 FF	 341.1775201613.342	 [GQNNZQZX]	 GQNNZQZX	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073333Z-1076	 ac9tTQCVR2A0	 	 MTCU-DRRR-1-20260403073333Z-1076:previd=341.1775201613.342*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:33:35.783	 FF	 341.1775201613.343	 [GQNNZIZX]	 GQNNZIZX	 030733	 DRRRFDPB	 MTA-GQNO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073333Z-1077	 ac9tTQCVR241	 	 MTCU-DRRR-1-20260403073333Z-1077:previd=341.1775201613.343*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:33:41.726	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9995	 [DRRRFDPB]	 DRRRFDPB	 030733	 GABSFDPA	  	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9995	 ac9tVQAfKY6E	 	 MTCU-GABS-1-20260403073332Z-9995:previd=341.1775201612.93*/OU=GABSFDPA/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-TZ31T/A0641-IM-IL76/H-SW/C-GABS0725-N0375F270 BKO UA612 MTI<CR><LF>-GAGO0129-DOF/260403 REG/RF76702)
Output	 2026-04-03 07:33:42.033	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9995	 [DRRRFDPB]	 DRRRFDPB	 030733	 GABSFDPA	 AMH	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9995	 ac9tVQAfKY6E	 	 MTCU-GABS-1-20260403073332Z-9995:previd=341.1775201612.93*/OU=GABSFDPA/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:33:47.644	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9996	 [DRRRZQZX]	 DRRRZQZX	 030733	 GABSFDPA	  	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9996	 ac9tWwDQI3wA	 	 MTCU-GABS-1-20260403073332Z-9996:previd=341.1775201612.94*/OU=GABSFDPA/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-TZ31T/A0641-IM-IL76/H-SW/C-GABS0725-N0375F270 BKO UA612 MTI<CR><LF>-GAGO0129-DOF/260403 REG/RF76702)
Output	 2026-04-03 07:33:47.664	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9996	 [DRRRZQZX]	 DRRRZQZX	 030733	 GABSFDPA	 DRRRZQZX	 /PRMD=GA/ADMD=ICAO/C=XX/;MTCU-GABS-1-20260403073332Z-9996	 ac9tWwDQI3wA	 	 MTCU-GABS-1-20260403073332Z-9996:previd=341.1775201612.94*/OU=GABSFDPA/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:34:22.195	 FF	 349.1775201660.1237	 [DFFDZPCX]	 DFFDZPCX	 030733	 EDDFETHX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073420Z-1081	 ac9tfACVR5Q5	 	 MTCU-DRRR-1-20260403073420Z-1081:previd=349.1775201660.1237*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:34:25.845	 FF	 349.1775201660.1237	 [GOOVXKXX]	 GOOVXKXX	 030733	 EDDFETHX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073420Z-1081	 ac9tfACVR5Q5	 	 MTCU-DRRR-1-20260403073420Z-1081:previd=349.1775201660.1237*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:34:36.137	 FF	 349.1775201660.1237	 [DXXXZQZX]	 DXXXZQZX	 030733	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073420Z-1081	 ac9tfACVR5Q5	 	 MTCU-DRRR-1-20260403073420Z-1081:previd=349.1775201660.1237*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:35:06.052	 FF	 349.1775201660.1237	 [DBBBFPLX]	 DBBBFPLX	 030733	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073420Z-1081	 ac9tfACVR5Q5	 	 MTCU-DRRR-1-20260403073420Z-1081:previd=349.1775201660.1237*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-03 07:37:33.096	 FF	 349.1775201852.1244	 [DIAPYDYX]	 DIAPYDYX	 030737	 LFXOYXYX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260403073732Z-1086	 ac9uPACVRzI-	 	 MTCU-DRRR-1-20260403073732Z-1086:previd=349.1775201852.1244*/CN=LFXOYXYX/OU=LFXO/O=LFLF/PRMD=FRANCE/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:37:59.536	   	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699398-260403.073746	 [GOOVXKXX]	 GOOVXKXX	  	 FEFFZPZX	  	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699398-260403.073746	 ac9uVwA2w2fY	 	 00E30E8863D6F7A6*/OU=FEFFZPZX/O=AFTN/PRMD=FE/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-UNO311P-IG<CR><LF>-L410/L-SDH/C<CR><LF>-FEFF0830<CR><LF>-N0189F110 DCT<CR><LF>-FEFM0100 FEFR FEFF<CR><LF>-REG/ZSATC OPR/ICRC)
Output	 2026-04-03 07:38:00.858	   	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699398-260403.073746	 [GOOVXKXX]	 GOOVXKXX	  	 FEFFZPZX	 MTA-GOOO-1	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699398-260403.073746	 ac9uVwA2w2fY	 	 00E30E8863D6F7A6*/OU=FEFFZPZX/O=AFTN/PRMD=FE/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:38:38.102	   	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699399-260403.073825	 [GOOVXKXX]	 GOOVXKXX	  	 FEFFZPZX	  	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699399-260403.073825	 ac9ufgA2wxDc	 	 00E30E8866230BF1*/OU=FEFFZPZX/O=AFTN/PRMD=FE/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-UNO311P-IG<CR><LF>-L410/L-SDH/C<CR><LF>-FEFM1030<CR><LF>-N0190F120 DCT<CR><LF>-FEFF0055 FEFS FEFM<CR><LF>-REG/ZSATC OPR/ICRC)
Output	 2026-04-03 07:38:39.432	   	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699399-260403.073825	 [GOOVXKXX]	 GOOVXKXX	  	 FEFFZPZX	 MTA-GOOO-1	 /PRMD=FE/ADMD=ICAO/C=XX/;MTA-FEFF-1.0699399-260403.073825	 ac9ufgA2wxDc	 	 00E30E8866230BF1*/OU=FEFFZPZX/O=AFTN/PRMD=FE/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-03 07:40:37.821	 FF	 /PRMD=FC/ADMD=ICAO/C=XX/;MTCU-FCCC-1-20260403073904Z-2411	 [GOOVXKXX]	 GOOVXKXX	 030739	 FCBBZPZX	  	 /PRMD=FC/ADMD=ICAO/C=XX/;MTCU-FCCC-1-20260403073904Z-2411	 ac9u9QA2w6Df	 	 MTCU-FCCC-1-20260403073904Z-2411:previd=341.1775201944.2776*/OU=FCBBZPZX/O=AFTN/PRMD=FC/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-JSC501-YG<CR><LF>-H25B/M-SDFGHIRWY/H<CR><LF>-FCBB0900<CR><LF>-N0380F240 B732 VORAX VFR DCT<CR><LF>-FCPD0025 FCPP<CR><LF>-PBN/A1B2B3B4C2C3D2O2 DOF/260403 REG/TNAKL OPR/JETSTREAM AVIATION<CR><LF>CONGO)
Output	 2026-04-03 07:40:39.098	 FF	 /PRMD=FC/ADMD=ICAO/C=XX/;MTCU-FCCC-1-20260403073904Z-2411	 [GOOVXKXX]	 GOOVXKXX	 030739	 FCBBZPZX	 MTA-GOOO-1	 /PRMD=FC/ADMD=ICAO/C=XX/;MTCU-FCCC-1-20260403073904Z-2411	 ac9u9QA2w6Df	 	 MTCU-FCCC-1-20260403073904Z-2411:previd=341.1775201944.2776*/OU=FCBBZPZX/O=AFTN/PRMD=FC/ADMD=ICAO/C=XX/	 FPL	   	   
