2026.05.20 - 08.13.11

creationTime:Mon Apr 06 00:00:00 UTC 2026-Mon Apr 06 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-06 00:03:47.203	 FF	 349.1775433826.17689	 [FZZAZQZX]	 FZZAZQZX	 061200	 DNMMZPZX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406000346Z-5726	 adL4YgCVR1pu	 	 MTCU-DRRR-1-20260406000346Z-5726:previd=349.1775433826.17689*/CN=DNMMZPZX/OU=DNMM/O=DNMM/PRMD=DN/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:18:07.996	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606180400389295	 [DFFFZQZX]	 DFFFZQZX	 060617	 EGKKVIRW	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606180400389295	 adNQHgCJi2EA	 	 SLCAMHS040606180400388401*/OU=EGKKVIRW/O=AFTN/PRMD=EG/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:18:09.955	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606180400389295	 [DXXXZQZX]	 DXXXZQZX	 060617	 EGKKVIRW	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606180400389295	 adNQHgCJi2EA	 	 SLCAMHS040606180400388401*/OU=EGKKVIRW/O=AFTN/PRMD=EG/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:20:27.214	 FF	 341.1775456426.275	 [FTTTZQZX]	 FTTTZQZX	 060620	 DRRRFDPB	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062026Z-0774	 adNQqgDJ22YG	 	 MTCU-DRRR-1-20260406062026Z-0774:previd=341.1775456426.275*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:20:27.911	 FF	 341.1775456426.277	 [FTTTFDPA]	 FTTTFDPA	 060620	 DRRRFDPB	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062026Z-0776	 adNQqgDJ24UI	 	 MTCU-DRRR-1-20260406062026Z-0776:previd=341.1775456426.277*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:20:29.206	 FF	 341.1775456426.276	 [FTTTZIZX]	 FTTTZIZX	 060620	 DRRRFDPB	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062026Z-0775	 adNQqgDJ23gH	 	 MTCU-DRRR-1-20260406062026Z-0775:previd=341.1775456426.276*/OU=DRRRFDPB/O=AFTN/PRMD=DR/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:20:38.179	 FF	 349.1775456437.934	 [DIIIZQZX]	 DIIIZQZX	 060620	 EDDFETHX	 MTA-DIII-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062037Z-0779	 adNQtQDJ22IL	 	 MTCU-DRRR-1-20260406062037Z-0779:previd=349.1775456437.934*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:20:38.882	 FF	 349.1775456437.934	 [DBBBFPLX]	 DBBBFPLX	 060620	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062037Z-0779	 adNQtQDJ22IL	 	 MTCU-DRRR-1-20260406062037Z-0779:previd=349.1775456437.934*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:22:50.451	 FF	 349.1775456569.943	 [GOOVXKXX]	 GOOVXKXX	 060622	 EDDFETHX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062249Z-0783	 adNROQDJ2wcP	 	 MTCU-DRRR-1-20260406062249Z-0783:previd=349.1775456569.943*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:22:50.647	 FF	 349.1775456569.943	 [DFFDZPCX]	 DFFDZPCX	 060622	 EDDFETHX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062249Z-0783	 adNROQDJ2wcP	 	 MTCU-DRRR-1-20260406062249Z-0783:previd=349.1775456569.943*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:22:50.852	 FF	 349.1775456569.943	 [DXXXZQZX]	 DXXXZQZX	 060622	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062249Z-0783	 adNROQDJ2wcP	 	 MTCU-DRRR-1-20260406062249Z-0783:previd=349.1775456569.943*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:22:50.861	 FF	 349.1775456569.943	 [DBBBFPLX]	 DBBBFPLX	 060622	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062249Z-0783	 adNROQDJ2wcP	 	 MTCU-DRRR-1-20260406062249Z-0783:previd=349.1775456569.943*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:24:04.062	 FF	 349.1775456643.951	 [FTTTZQZX]	 FTTTZQZX	 060623	 HAABYOYX	 MTA-FTTT-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062403Z-0787	 adNRgwDJ20IT	 	 MTCU-DRRR-1-20260406062403Z-0787:previd=349.1775456643.951*/CN=HAABYOYX/OU=HAAB/O=HAAB/PRMD=HA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:24:04.61	 FF	 349.1775456643.951	 [DFFDZPZX]	 DFFDZPZX	 060623	 HAABYOYX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062403Z-0787	 adNRgwDJ20IT	 	 MTCU-DRRR-1-20260406062403Z-0787:previd=349.1775456643.951*/CN=HAABYOYX/OU=HAAB/O=HAAB/PRMD=HA/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:25:30.519	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DRZZZQZX  DFFDZPZX]	 DRZZZQZX	 060625	 KDENXLDC	  	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gBNM2S3	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-VRE739-IS<CR><LF>-A319/M-SDE1FGIRWY/S<CR><LF>-DFFD2010<CR><LF>-N0414F340 TUMU1N TUMUT/N0435F380 UG859 ONARI DCT VADAK VADA1S<CR><LF>-DIAP0114 DXXX<CR><LF>-PBN/B1C1D1O1S1 DOF/260406 REG/TU-TSY EET/DGAC0016 GOOO0034 SEL/BDCM<CR><LF> OPR/AIR COTE DIVOIRE RMK/TCAS EQUIPPED<CR><LF> E/0249 P/TBN R/E S/M J/F D/4 220 C YELLOW<CR><LF> A/WHITE)
Output	 2026-04-06 06:25:30.594	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DRZZZQZX]	 DRZZZQZX	 060625	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gBNM2S3	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:30.605	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DRRNZPZX]	 DRRNZPZX	 060625	 KDENXLDC	 DRRNZPZX	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:30.712	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DRRRFDPI]	 DRRRFDPI	 060625	 KDENXLDC	 AMH	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:31.865	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DBBBZRZX]	 DBBBZRZX	 060625	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:31.941	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DFFDZPZX]	 DFFDZPZX	 060625	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gBNM2S3	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:31.974	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [GOOVXKXX]	 GOOVXKXX	 060625	 KDENXLDC	 MTA-GOOO-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:33.693	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DXXXZQZX]	 DXXXZQZX	 060625	 KDENXLDC	 MTA-DXXX-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:25:34.317	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BB1CB2DB	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 060625	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BB1CB2DB	 adNR3gB1UDzf	 	 LOC-ID:00E30EC3BB1CB339*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-TUHNB-VN<CR><LF>-A169/L-SDGIRY/HB1<CR><LF>-DIAP0800<CR><LF>-N0120VFR AD E1<CR><LF>-ZZZZ0110 DIAP<CR><LF>-PBN/B1C1O1S2 DEST/AD200040NM SKYROS FIELD OPR/NHV CI RMK/FPL VALID<CR><LF>FOR THE WHOLE DAY)
Output	 2026-04-06 06:25:34.619	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BB1CB2DB	 [CYSJAENX]	 CYSJAENX	 060625	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BB1CB2DB	 adNR3gB1UDzf	 	 LOC-ID:00E30EC3BB1CB339*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:34.743	 FF	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 [DFFFZQZX]	 DFFFZQZX	 060625	 KDENXLDC	 MTA-DFFF-1	 /PRMD=K/ADMD=ICAO/C=XX/;SLCAMHS040606252800389734	 adNR2gCVlnAA	 	 SLCAMHS040606252800388836*/OU=KDENXLDC/O=AFTN/PRMD=K/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:25:47.56	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DRZZZQZX]	 DRZZZQZX	 060624	 GABSZPZX	  	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wBNM225	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-TZNXX-IN<CR><LF>-B190/M-SDZ/S<CR><LF>-GABS0700<CR><LF>-N0230F170 BKO G860 OG<CR><LF>-DFFD0135 GAMB<CR><LF>-PBN/B2B3B4D2D3 DOF/260406 REG/TZNXX OPR/MAF NR2026-0488/ANAC/DG)
Output	 2026-04-06 06:25:47.622	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DRZZZQZX]	 DRZZZQZX	 060624	 GABSZPZX	 AMH	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wBNM225	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:47.629	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DRRNZPZX]	 DRRNZPZX	 060624	 GABSZPZX	 DRRNZPZX	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:47.833	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DRRRFDPI]	 DRRRFDPI	 060624	 GABSZPZX	 AMH	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:48.947	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DXXXZQZX]	 DXXXZQZX	 060624	 GABSZPZX	 MTA-DXXX-1	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:48.952	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [GOOVXKXX]	 GOOVXKXX	 060624	 GABSZPZX	 MTA-GOOO-1	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:48.955	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DBBBZRZX]	 DBBBZRZX	 060624	 GABSZPZX	 MTA-DXXX-1	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:25:49.141	 FF	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 [DFFFZQZX]	 DFFFZQZX	 060624	 GABSZPZX	 MTA-DFFF-1	 /PRMD=GA/ADMD=ICAO/C=XX/;ml-bko-cn1.2541026-260406.062537	 adNR6wCa1ncA	 	 0E96B0CD0000019D4A7F4B1E9FEF*/OU=GABSZPZX/O=AFTN/PRMD=GA/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:26:28.591	 FF	 349.1775456787.957	 [GOOVXKXX]	 GOOVXKXX	 060626	 EKODFFLX	 MTA-GOOO-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062627Z-0792	 adNSEwDJ2ykY	 	 MTCU-DRRR-1-20260406062627Z-0792:previd=349.1775456787.957*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:26:28.625	 FF	 349.1775456787.957	 [DXXXZQZX]	 DXXXZQZX	 060626	 EKODFFLX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062627Z-0792	 adNSEwDJ2ykY	 	 MTCU-DRRR-1-20260406062627Z-0792:previd=349.1775456787.957*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:26:28.635	 FF	 349.1775456787.957	 [DBBBZRZX]	 DBBBZRZX	 060626	 EKODFFLX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062627Z-0792	 adNSEwDJ2ykY	 	 MTCU-DRRR-1-20260406062627Z-0792:previd=349.1775456787.957*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:26:28.712	 FF	 349.1775456787.957	 [DFFDZPCX]	 DFFDZPCX	 060626	 EKODFFLX	 MTA-DFFF-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062627Z-0792	 adNSEwDJ2ykY	 	 MTCU-DRRR-1-20260406062627Z-0792:previd=349.1775456787.957*/CN=EKODFFLX/OU=EKOD/O=EKCH/PRMD=DENMARK/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:26:33.138	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 [CYSJAENX  DBBBZTZX  KIADMHYA]	 CYSJAENX	 060626	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 adNSGQB1UBbg	 	 LOC-ID:00E30EC3BE9D509D*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-GHN110-IN<CR><LF>-B734/M-SDFHIRWYZG/LB1<CR><LF>-DIAP0730<CR><LF>-N0450F310 AD ONESI UB600 ACC UL433 KETAT<CR><LF>-DXXX0101 DBBB<CR><LF>-PBN/B1C1D1O1S2 DAT/CPDLCX DOF/260406 REG/9GACC EET/DGAC0015 OPR/GHN<CR><LF>RMK/OPS +34917461018 RMK/TOGO/759/26 RVR/550)
Output	 2026-04-06 06:26:33.201	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 [CYSJAENX]	 CYSJAENX	 060626	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 adNSGQB1UBbg	 	 LOC-ID:00E30EC3BE9D509D*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:26:34.237	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 [DBBBZTZX]	 DBBBZTZX	 060626	 DIAPZPZX	 MTA-DXXX-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3BE9D503F	 adNSGQB1UBbg	 	 LOC-ID:00E30EC3BE9D509D*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:27:22.499	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 [CYSJAENX  DBBBZTZX  KIADMHYA]	 CYSJAENX	 060627	 DIAPZPZX	  	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 adNSSgB1UF=h	 	 LOC-ID:00E30EC3C18E6CA3*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-SKK011-IS<CR><LF>-B738/M-SDE1FGHILORVWXYZ/HB1<CR><LF>-DIAP0910<CR><LF>-N0443F330 AD ONESI UB600 ACC UL433 LM DCT<CR><LF>-DXXX0051 DGAA<CR><LF>-PBN/A1B1C1D1L1O1S2 DAT/CPDLCX SUR/EPGW S WXRD DOF/260406 REG/ETAQO<CR><LF>EET/DGAC0014 SEL/GQEH OPR/ETHIOPIAN AIRLINES PER/D RMK/TCAS)
Output	 2026-04-06 06:27:22.561	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 [CYSJAENX]	 CYSJAENX	 060627	 DIAPZPZX	 AMH	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 adNSSgB1UF=h	 	 LOC-ID:00E30EC3C18E6CA3*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:27:24.294	 FF	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 [DBBBZTZX]	 DBBBZTZX	 060627	 DIAPZPZX	 MTA-DXXX-1	 /PRMD=DI/ADMD=ICAO/C=XX/;MTA-DIII-1-MTCU:00E30EC3C18E6C42	 adNSSgB1UF=h	 	 LOC-ID:00E30EC3C18E6CA3*/OU=DIAPZPZX/O=AFTN/PRMD=DI/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:29:13.177	 FF	 349.1775456951.962	 [DXXXYDYX]	 DXXXYDYX	 060628	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062911Z-0799	 adNStwDJ22sf	 	 MTCU-DRRR-1-20260406062911Z-0799:previd=349.1775456951.962*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Output	 2026-04-06 06:29:13.214	 FF	 349.1775456951.962	 [DBBBFPLX]	 DBBBFPLX	 060628	 EDDFETHX	 MTA-DXXX-1	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260406062911Z-0799	 adNStwDJ22sf	 	 MTCU-DRRR-1-20260406062911Z-0799:previd=349.1775456951.962*/CN=EDDFETHX/OU=EDDF/O=EDGG/PRMD=GERMANY/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:30:42.036	 FF	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 [DRRRZQZX  DBBBZTZX]	 DRRRZQZX	 060622	 GOBDZPZX	  	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 adNTEgBNMwHL	 	 8204D8220000019D46845973AE5D*/OU=GOBDZPZX/O=AFTN/PRMD=GO/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-SKK053-IS<CR><LF>-B38M/M-SDE1FGHILORVWXY/HB1<CR><LF>-GOBD0820<CR><LF>-N0455F370 DCT NURAS DCT SISNU UA601 PAMPA UR983 LM<CR><LF>-DXXX0245 DGAA<CR><LF>-PBN/A1B1C1D1L1O1S1S2 DAT/CPDLCX SUR/EPGW S WXRD DOF/260407<CR><LF> REG/ETBAQ EET/DRRR0134 DGAC0154 SEL/PRAK OPR/ASKY AIRLINES PER/D<CR><LF> RMK/TCAS)
Output	 2026-04-06 06:30:43.141	 FF	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 [DBBBZTZX]	 DBBBZTZX	 060622	 GOBDZPZX	 MTA-DXXX-1	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 adNTEgBNMwHL	 	 8204D8220000019D46845973AE5D*/OU=GOBDZPZX/O=AFTN/PRMD=GO/ADMD=ICAO/C=XX/	 FPL	   	   
Input	 2026-04-06 06:30:45.731	 FF	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 [DBBBZRZX]	 DBBBZRZX	 060622	 GOBDZPZX	  	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 adNTFQAlnYwA	 	 8204D8220000019D46845973AE5D*/OU=GOBDZPZX/O=AFTN/PRMD=GO/ADMD=ICAO/C=XX/	 FPL	   	 (FPL-SKK053-IS<CR><LF>-B38M/M-SDE1FGHILORVWXY/HB1<CR><LF>-GOBD0820<CR><LF>-N0455F370 DCT NURAS DCT SISNU UA601 PAMPA UR983 LM<CR><LF>-DXXX0245 DGAA<CR><LF>-PBN/A1B1C1D1L1O1S1S2 DAT/CPDLCX SUR/EPGW S WXRD DOF/260407<CR><LF> REG/ETBAQ EET/DRRR0134 DGAC0154 SEL/PRAK OPR/ASKY AIRLINES PER/D<CR><LF> RMK/TCAS)
Output	 2026-04-06 06:30:47.42	 FF	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 [DBBBZRZX]	 DBBBZRZX	 060622	 GOBDZPZX	 MTA-DXXX-1	 /PRMD=GO/ADMD=ICAO/C=XX/;sn-dkr-cn1.1811732-260406.063041	 adNTFQAlnYwA	 	 8204D8220000019D46845973AE5D*/OU=GOBDZPZX/O=AFTN/PRMD=GO/ADMD=ICAO/C=XX/	 FPL	   	   
